-9,494981125704538	8,102097523523295	S2III
22,71248552308241	-15,117053024413352	G6I
-6,467875000259058	7,792585084639887	L6VI
-9,428613373309265	6,412722972181652	J8VI
-6,193451407479679	6,022852227447381	S8I
-6,747571495212868	6,125764249956856	L5I
23,467396618231508	-14,266529598348411	S4VII
-18,72189519131597	1,4644543355796598	L7VII
-19,935162865951714	2,2393132206782065	L8VII
-8,757280872142157	6,730631804776177	G4I
-19,002492852056793	1,0528025960889915	S6II
-19,82737842336196	1,0809199353633543	J5V
-9,380176316408145	7,255914429606345	Z5I
-8,404941540150915	6,087821046635234	G2VII
-8,836796083764233	7,008359902001604	Y9I
-20,086129528776272	1,8121854867983875	L3IV
-8,597296694639804	6,7358798712934815	S9III
23,328744530575115	-15,256804538339708	L8V
-6,70594547254516	7,87183455500649	N4I
-21,263190206068707	1,786872755290853	L7I
-8,383442183991907	6,249186464369379	L3VI
-7,678060598364413	7,192193922703717	Y5IV
-22,317490016513858	0,6380621033014058	S7III
-9,64019371437397	7,421305233203211	Y8IV
-8,510956679203487	7,727937548966174	S6VI
-21,846251839705793	-0,2789333991972508	L2VI
-18,73948138572795	1,246024453356775	G9V
-8,483971599084496	6,188764446027455	Z5III
-10,519453452763097	6,583858514174578	G9VII
-18,800264024871502	0,710659189822445	Y1V
-10,693318948488942	7,807644215140231	S3II
-20,82724157900773	0,6531120331620335	Y6V
-9,720459971548667	7,348790602091727	G8III
-20,708184677814437	2,4412518495386477	Y3VI
-9,857511063705928	6,835438689400895	G5III
-7,425134324726434	5,797358236916097	G2III
-7,03125533822975	8,256293654671708	S4V
-7,116111741398374	7,167765766724828	Z7VI
-7,611601831571407	8,049497450640342	N6VII
-8,202252071027852	8,041915248618741	N8VI
-21,95472883432915	2,256287041426689	S7IV
-8,93056908958193	6,111849092426158	J9VII
21,527252618230307	-13,891198935566864	Y2I
-8,3493454108502	6,169567596920202	L6IV
-19,943639675598273	0,22844417721354204	S1III
-8,46713938360378	7,829226153058669	Y3IV
21,552426730504965	-13,723586217114581	N2V
-9,393102579442179	6,227949889186205	N9V
-18,491656872178307	0,5116549637968297	J4I
-9,667628115641861	8,215991747250238	G3VI
